timestamp,cpu0_pct,cpu1_pct,cpu2_pct,cpu3_pct,cpu4_pct,cpu5_pct,cpu6_pct,cpu7_pct
1765733233,0.9500,1.9000,0.9500,0.0000,0.0000,0.0000,0.0000,6.6600
1765733234,0.0000,3.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1765733235,0.0000,2.9400,0.0000,0.0000,0.9800,1.9600,0.0000,0.0000
1765733236,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,2.9700
1765733237,0.0000,1.9800,0.9900,0.0000,0.0000,0.9900,0.9900,0.0000
1765733238,0.0000,2.9700,0.0000,0.0000,0.0000,0.9900,0.0000,0.0000
1765733239,0.0000,3.7100,0.0000,0.0000,1.8500,0.9300,0.0000,0.0000
1765733240,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1765733241,0.0000,4.7100,0.0000,0.9400,0.0000,0.0000,0.0000,0.0000
1765733242,0.0000,15.0000,2.0000,4.0000,2.0000,0.0000,0.0000,0.0000
1765733243,1.8900,3.7700,0.0000,0.9400,0.0000,0.0000,0.9400,0.0000
1765733244,0.9900,2.9700,0.0000,0.9900,0.0000,0.0000,0.9900,0.0000
1765733245,1.0000,3.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
1765733246,0.0000,2.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000
1765733247,0.9500,2.8600,0.0000,0.0000,0.9500,0.0000,0.9500,0.0000
1765733248,0.0000,2.8000,1.8700,0.9300,0.0000,0.0000,0.9300,0.0000
1765733249,0.0000,3.8800,0.9700,0.0000,0.0000,0.9700,0.9700,0.0000
1765733251,0.0000,2.8800,0.9600,0.9600,0.0000,0.9600,0.0000,0.0000
1765733252,0.0000,4.0000,0.0000,0.0000,2.0000,2.0000,0.0000,1.0000
1765733253,0.0000,10.0000,2.0000,0.0000,0.0000,3.0000,0.0000,4.0000
1765733254,0.9700,3.8800,1.9400,0.0000,0.0000,0.0000,0.0000,0.0000
1765733255,0.0000,3.9600,0.0000,0.9900,0.0000,0.9900,0.0000,0.0000
1765733256,0.9700,2.9100,0.0000,0.0000,1.9400,0.0000,0.0000,0.0000
1765733257,0.0000,3.8100,0.9500,0.0000,0.9500,0.0000,0.0000,1.9000
1765733258,0.0000,2.9100,0.0000,0.0000,0.0000,0.9700,0.0000,0.9700
1765733259,2.9700,2.9700,0.0000,0.0000,0.9900,0.0000,0.0000,0.9900
1765733260,0.9800,2.9400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1765733261,0.0000,1.9800,0.0000,0.0000,0.0000,0.9900,0.9900,0.9900
1765733262,1.0000,5.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000
1765733263,5.0000,9.0000,0.0000,0.0000,2.0000,2.0000,0.0000,0.0000
1765733264,0.0000,5.6600,0.0000,0.0000,0.0000,0.9400,0.0000,1.8900
1765733265,0.9900,2.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1765733266,0.0000,1.8900,0.0000,0.0000,0.0000,0.0000,0.9400,0.9400
1765733267,0.0000,2.8800,0.9600,0.0000,0.0000,0.0000,0.0000,0.9600
1765733268,0.0000,1.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1765733269,1.9600,2.9400,1.9600,0.0000,0.0000,0.0000,0.0000,0.9800
1765733270,0.9400,2.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.9400
1765733272,0.9700,4.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.9700
1765733273,0.0000,1.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1765733274,0.0000,9.9000,1.9800,0.0000,3.9600,0.0000,1.9800,0.0000
1765733275,0.0000,8.0000,0.0000,3.0000,2.0000,0.0000,1.0000,3.0000
1765733276,0.0000,1.9800,0.0000,0.0000,0.0000,1.9800,0.0000,0.0000
1765733277,0.0000,2.8600,0.0000,0.9500,0.0000,0.0000,0.9500,0.9500
1765733278,0.9700,3.8800,0.0000,0.9700,0.0000,0.0000,1.9400,0.0000
1765733279,0.0000,1.9800,0.0000,0.9900,0.9900,0.0000,0.0000,0.0000
1765733280,2.8000,3.7400,0.0000,0.9300,0.9300,0.0000,0.0000,0.0000
1765733281,0.0000,2.8800,0.0000,0.0000,0.9600,0.0000,0.0000,0.0000
1765733282,0.9900,2.9700,0.0000,0.9900,0.0000,0.9900,0.0000,0.0000
1765733283,0.0000,2.9700,0.0000,0.0000,0.0000,0.0000,1.9800,0.9900
1765733284,1.0000,4.0000,0.0000,1.0000,0.0000,0.0000,2.0000,1.0000
1765733285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
